onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.067	2.051	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.028	1.336	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
6.678	1.385	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg	2
8.379	1.27	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
9.963	0.969	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	4
11.247	0.97	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
12.531	0.918	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
13.764	1.098	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
15.165	0.998	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.54	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.551	1.78	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
24.602	n/a	tomspunt	healthy?	why_hand	n/a	yes	incorrect	task-tomspunt/H_438.jpg	10
26.636	0.968	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
27.92	1.542	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
29.77	0.875	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
30.954	1.059	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
32.321	0.724	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
33.355	1.385	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.647	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.658	0.721	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.692	0.82	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
43.826	0.92	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
45.059	0.836	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
46.21	0.953	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	21
47.477	0.701	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
48.494	0.769	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
49.578	0.801	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.621	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.632	0.651	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.599	0.752	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.666	0.802	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.783	0.801	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.9	0.619	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
65.834	0.635	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
66.784	0.601	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
67.701	0.702	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.144	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.155	0.94	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
79.405	1.007	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg	34
80.723	1.29	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg	35
82.323	1.039	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg	36
83.674	1.139	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg	37
85.124	0.888	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
86.325	0.687	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
87.325	1.318	tomspunt	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_170.jpg	40
95.619	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.63	1.285	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
