onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file_TODO	trial_index
0.085	2.034	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.029	0.041	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
5.379	0.023	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_532.jpg	2
5.713	0.023	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
6.046	n/a	tomspunt	reaching?	how_hand	n/a	no	incorrect	task-tomspunt/H_438.jpg	4
8.08	1.291	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
9.681	0.804	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
10.798	0.838	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
11.948	0.887	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.541	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.552	0.836	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_627.jpg	9
23.703	0.686	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
24.703	0.736	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_364.jpg	11
25.754	0.869	tomspunt	healthy?	why_hand	yes	no	incorrect	task-tomspunt/H_130.jpg	12
26.937	1.148	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
28.388	0.802	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
29.505	0.63	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
30.439	0.952	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.649	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.659	0.519	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.493	0.493	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
43.293	0.67	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
44.277	0.492	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
45.077	0.691	tomspunt	admiring?	why_face	yes	no	incorrect	task-tomspunt/F_692.jpg	21
46.078	0.508	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
46.895	0.807	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
48.012	0.836	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.622	2.084	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.617	0.503	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.433	0.802	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.551	0.519	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.384	0.769	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.468	0.536	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
65.318	0.819	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
66.452	0.652	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
67.419	0.619	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.146	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.156	0.986	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
79.457	1.145	tomspunt	lifting?	how_hand	yes	no	incorrect	task-tomspunt/H_038.jpg	34
80.907	0.862	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg	35
82.075	0.886	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg	36
83.275	0.727	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg	37
84.309	0.794	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
85.409	0.652	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
86.376	0.686	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg	40
95.621	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.631	0.671	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
101.615	0.62	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg	42
102.549	0.836	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg	43
103.699	0.836	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg	44
104.85	0.603	tomspunt	helping?	why_hand	yes	no	incorrect	task-tomspunt/H_012.jpg	45
105.767	1.219	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg	46
107.301	0.919	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg	47
108.534	0.886	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg	48
113.494	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	49
118.505	0.585	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	49
119.405	0.686	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg	50
120.405	0.569	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	51
