onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.059	2.051	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.019	1.502	tomspunt	reaching?	how_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_007.jpg	1
6.837	0.018	tomspunt	reaching?	how_hand	yes	no	incorrect	task-fractional/runtype-tomspunt/H_532.jpg	2
7.17	1.878	tomspunt	reaching?	how_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_474.jpg	3
9.204	0.019	tomspunt	reaching?	how_hand	yes	no	incorrect	task-fractional/runtype-tomspunt/H_438.jpg	4
9.538	1.118	tomspunt	reaching?	how_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_364.jpg	5
10.955	1.236	tomspunt	reaching?	how_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_006.jpg	6
12.506	1.181	tomspunt	reaching?	how_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_003.jpg	7
13.989	0.018	tomspunt	reaching?	how_hand	yes	no	incorrect	task-fractional/runtype-tomspunt/H_132.jpg	8
17.549	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.559	1.89	tomspunt	healthy?	why_hand	no	yes	incorrect	task-fractional/runtype-tomspunt/H_627.jpg	9
24.593	0.018	tomspunt	healthy?	why_hand	no	yes	incorrect	task-fractional/runtype-tomspunt/H_438.jpg	10
24.927	1.101	tomspunt	healthy?	why_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_364.jpg	11
26.344	1.26	tomspunt	healthy?	why_hand	no	no	correct	task-fractional/runtype-tomspunt/H_130.jpg	12
27.911	1.002	tomspunt	healthy?	why_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_362.jpg	13
29.229	1.502	tomspunt	healthy?	why_hand	no	no	correct	task-fractional/runtype-tomspunt/H_007.jpg	14
31.046	1.235	tomspunt	healthy?	why_hand	yes	yes	correct	task-fractional/runtype-tomspunt/H_167.jpg	15
32.596	1.729	tomspunt	healthy?	why_hand	no	no	correct	task-fractional/runtype-tomspunt/H_019.jpg	16
36.656	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.666	1.254	tomspunt	admiring?	why_face	yes	yes	correct	task-fractional/runtype-tomspunt/F_779.jpg	17
43.234	1.453	tomspunt	admiring?	why_face	yes	yes	correct	task-fractional/runtype-tomspunt/F_593.jpg	18
45.001	1.002	tomspunt	admiring?	why_face	no	no	correct	task-fractional/runtype-tomspunt/F_110.jpg	19
