onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.1	2.017	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.027	1.087	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
6.428	1.004	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg	2
7.745	0.87	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
8.929	0.969	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	4
10.212	0.871	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
11.396	1.385	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
13.097	1.068	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
14.481	1.798	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.539	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.55	1.281	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_627.jpg	9
24.134	1.911	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
26.168	0.946	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
27.419	1.086	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
28.819	0.745	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
29.87	0.819	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
31.003	0.601	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
31.92	0.728	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.647	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.657	0.824	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.791	0.701	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
43.808	0.672	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
44.792	0.518	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
45.626	0.656	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	21
46.593	0.471	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
47.376	0.672	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
48.36	0.671	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.62	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.631	0.518	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.465	0.601	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.382	0.535	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.232	0.651	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.199	0.468	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
64.983	0.501	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
65.8	0.518	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
66.633	0.514	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.144	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.154	0.785	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
