onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.073	2.034	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.017	n/a	tomspunt	reaching?	how_hand	n/a	yes	incorrect	task-tomspunt/H_007.jpg	1
7.067	n/a	tomspunt	reaching?	how_hand	n/a	no	incorrect	task-tomspunt/H_532.jpg	2
9.102	n/a	tomspunt	reaching?	how_hand	n/a	yes	incorrect	task-tomspunt/H_474.jpg	3
11.136	1.319	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_438.jpg	4
12.77	0.779	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
13.853	1.145	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
15.304	0.96	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
16.571	1.086	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_132.jpg	8
17.546	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.557	0.958	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
23.824	0.808	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
24.941	0.857	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
26.108	0.985	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
27.408	0.835	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
28.559	0.852	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
29.726	0.685	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
30.726	1.994	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.653	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.664	0.768	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.747	0.651	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
43.714	0.683	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
44.698	0.635	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
45.649	0.769	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	21
46.732	0.819	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
47.866	0.702	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
48.883	0.902	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.61	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.621	0.743	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.671	0.902	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.888	1.026	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
64.222	0.775	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
65.306	0.535	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
66.156	0.585	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
67.057	0.518	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
67.89	0.574	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.15	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.161	1.085	tomspunt	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_136.jpg	33
79.561	1.07	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg	34
80.945	1.185	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg	35
82.446	1.302	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg	36
84.063	0.969	tomspunt	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_443.jpg	37
85.347	1.135	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
86.797	1.185	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
88.298	1.1	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg	40
95.625	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.636	0.885	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
101.836	0.695	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg	42
102.837	0.668	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg	43
103.82	0.852	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg	44
104.987	0.835	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg	45
106.138	1.393	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg	46
107.838	0.993	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg	47
109.139	1.325	tomspunt	helping?	why_hand	yes	no	incorrect	task-tomspunt/H_091.jpg	48
113.498	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	49
118.509	0.785	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	49
119.61	0.689	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg	50
120.61	0.704	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	51
121.627	1.488	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg	52
123.428	0.687	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg	53
124.428	1.487	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg	54
126.229	0.685	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg	55
127.229	0.869	tomspunt	proud?	why_face	no	yes	incorrect	task-tomspunt/F_695.jpg	56
131.038	2.084	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a	57
136.049	n/a	tomspunt	looking to side?	how_face	n/a	yes	incorrect	task-tomspunt/F_590.jpg	57
138.083	n/a	tomspunt	looking to side?	how_face	n/a	yes	incorrect	task-tomspunt/F_433.jpg	58
140.117	n/a	tomspunt	looking to side?	how_face	n/a	yes	incorrect	task-tomspunt/F_716.jpg	59
142.151	n/a	tomspunt	looking to side?	how_face	n/a	no	incorrect	task-tomspunt/F_779.jpg	60
144.185	0.862	tomspunt	looking to side?	how_face	no	yes	incorrect	task-tomspunt/F_760.jpg	61
