onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.08	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
6.297	0.376	posner	target_response	correct	right	left	left	1
9.381	0.2	posner	valid_cue	correct	left	n/a	n/a	2
9.581	0.348	posner	target_response	correct	left	left	left	2
16.968	0.2	posner	valid_cue	correct	left	n/a	n/a	3
17.168	0.374	posner	target_response	correct	left	left	left	3
20.235	0.2	posner	valid_cue	correct	left	n/a	n/a	4
20.436	0.324	posner	target_response	correct	left	left	left	4
26.304	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	5
26.504	0.123	posner	target_response	incorrect	right	left	right	5
33.791	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	6
33.991	n/a	posner	target_response	incorrect	left	right	n/a	6
37.459	0.2	posner	valid_cue	incorrect	left	n/a	n/a	7
37.659	n/a	posner	target_response	incorrect	left	left	n/a	7
40.827	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	8
41.027	n/a	posner	target_response	incorrect	left	right	n/a	8
49.397	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	9
49.597	n/a	posner	target_response	incorrect	left	right	n/a	9
52.564	0.2	posner	valid_cue	correct	right	n/a	n/a	10
52.764	0.306	posner	target_response	correct	right	right	right	10
60.034	0.2	posner	valid_cue	correct	right	n/a	n/a	11
60.234	0.28	posner	target_response	correct	right	right	right	11
63.102	0.2	posner	valid_cue	correct	right	n/a	n/a	12
63.302	0.275	posner	target_response	correct	right	right	right	12
66.37	0.2	posner	valid_cue	incorrect	left	n/a	n/a	13
66.57	n/a	posner	target_response	incorrect	left	left	n/a	13
69.437	0.2	posner	invalid_cue	correct	left	n/a	n/a	14
69.638	0.401	posner	target_response	correct	left	right	right	14
74.89	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
75.09	0.324	posner	target_response	correct	right	left	left	15
78.558	0.2	posner	valid_cue	incorrect	left	n/a	n/a	16
78.758	n/a	posner	target_response	incorrect	left	left	n/a	16
