onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.05	2.067	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.027	0.752	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
6.094	0.579	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_532.jpg	2
6.978	0.713	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
7.995	0.696	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_438.jpg	4
8.995	0.869	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
10.179	0.669	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
11.163	0.728	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
12.197	0.868	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.54	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.55	0.857	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
23.718	1.256	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
25.285	0.752	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
26.352	0.801	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
27.469	0.785	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
28.569	0.971	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
29.853	0.703	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
30.87	0.887	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.647	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.658	0.65	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.608	0.735	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
43.658	0.815	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
44.775	0.635	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
45.726	0.569	tomspunt	admiring?	why_face	yes	no	incorrect	task-tomspunt/F_692.jpg	21
46.609	0.598	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
47.51	0.835	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
48.66	0.597	tomspunt	admiring?	why_face	yes	no	incorrect	task-tomspunt/F_129.jpg	24
55.62	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.631	0.485	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.432	0.809	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.549	0.652	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.516	0.807	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.633	0.54	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
65.483	0.491	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
66.283	0.557	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
67.15	0.573	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.144	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.155	1.119	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
79.588	1.186	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg	34
81.089	1.085	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg	35
82.489	1.168	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg	36
83.973	n/a	tomspunt	lifting?	how_hand	n/a	yes	incorrect	task-tomspunt/H_443.jpg	37
86.007	1.135	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
87.458	0.668	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
88.442	1.169	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg	40
95.619	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.63	0.785	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
101.73	0.785	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg	42
102.83	0.76	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg	43
103.897	1.31	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg	44
105.515	0.942	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg	45
106.765	1.068	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg	46
108.149	0.775	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg	47
109.233	1.002	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg	48
113.509	2.084	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	49
118.503	0.654	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	49
119.47	0.887	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg	50
120.67	0.603	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	51
121.587	1.153	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg	52
123.055	0.685	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg	53
124.055	1.085	tomspunt	proud?	why_face	yes	no	incorrect	task-tomspunt/F_776.jpg	54
125.455	0.701	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg	55
126.473	0.718	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg	56
131.032	2.101	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a	57
136.043	0.885	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg	57
137.243	0.701	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg	58
