onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file_TODO	trial_index
0.112	2.001	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.022	1.086	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
6.423	0.902	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg	2
7.64	0.775	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
8.724	0.925	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	4
9.958	0.692	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
10.958	0.84	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
12.108	0.839	tomspunt	reaching?	how_hand	no	yes	incorrect	task-tomspunt/H_003.jpg	7
13.259	0.756	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_132.jpg	8
17.535	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.546	1.252	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
24.113	1.285	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_438.jpg	10
25.713	1.001	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
27.031	0.735	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
28.081	1.018	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
29.415	0.7	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
30.415	0.685	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
31.416	0.649	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.659	2.084	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.653	0.762	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.72	0.744	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
43.77	0.735	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
44.821	0.544	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
45.671	0.852	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	21
46.838	0.685	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
47.838	0.701	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
48.855	0.643	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.616	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.626	0.571	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.51	0.487	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.31	0.518	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.144	0.603	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.061	0.435	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
64.811	0.603	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
65.728	0.569	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
66.612	0.485	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
