onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file_TODO	trial_index
0.085	2.034	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.029	1.353	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
6.696	1.288	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_532.jpg	2
8.297	0.853	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
9.464	1.12	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	4
10.898	1.17	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
12.382	1.102	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
13.799	1.069	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
15.183	0.869	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.541	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.552	0.814	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
23.669	1.285	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
25.27	1.753	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
27.304	0.935	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
28.554	0.985	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
29.855	1.128	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
31.289	0.868	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
32.472	1.594	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.648	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.659	0.84	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.81	1.123	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
44.243	1.352	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
45.911	0.805	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
47.028	1.505	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	21
48.845	1.238	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
50.396	0.921	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
51.629	1.036	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.622	2.084	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.616	1.135	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
62.067	0.969	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
63.351	0.766	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
64.418	0.818	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
65.551	0.898	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
66.752	0.747	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
67.802	0.747	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
68.853	0.785	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.145	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.156	1.194	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
79.657	1.159	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg	34
81.124	1.185	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg	35
82.624	1.392	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg	36
84.325	1.341	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg	37
85.976	0.968	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
87.259	0.785	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
88.36	1.273	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg	40
95.62	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.631	1.318	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
102.265	0.917	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg	42
103.482	1.269	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg	43
105.066	1.77	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg	44
107.1	0.018	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg	45
107.434	1.335	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg	46
