onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file_TODO	trial_index
0.075	2.034	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.019	1.736	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
7.054	1.741	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_532.jpg	2
9.088	1.815	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
11.122	1.453	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	4
12.889	1.02	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
14.223	0.97	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
15.507	0.752	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
16.574	1.636	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.548	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.543	1.219	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
24.077	1.403	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
25.794	1.202	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
27.311	1.202	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
28.828	0.819	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
29.962	0.986	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
31.263	0.769	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
32.346	0.952	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.656	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.666	0.919	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.9	0.885	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
44.101	1.236	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
45.651	0.969	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
46.935	1.186	tomspunt	admiring?	why_face	yes	no	incorrect	task-tomspunt/F_692.jpg	21
48.436	0.769	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
49.519	0.752	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
50.586	1.202	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.613	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.624	0.886	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.824	0.786	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.924	0.669	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.908	0.769	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.992	0.635	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
65.942	0.635	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
66.893	0.685	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
67.893	0.653	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.136	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.147	1.402	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
79.864	1.169	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg	34
81.348	1.219	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg	35
82.882	1.069	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg	36
84.266	0.819	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg	37
85.399	0.935	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
86.65	0.753	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
87.717	1.536	tomspunt	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_170.jpg	40
95.628	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.638	1.103	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
102.056	0.902	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg	42
103.273	1.003	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg	43
104.59	0.97	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg	44
105.874	n/a	tomspunt	helping?	why_hand	n/a	no	incorrect	task-tomspunt/H_012.jpg	45
107.908	1.069	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg	46
109.292	1.152	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg	47
110.759	1.186	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg	48
113.501	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	49
118.512	1.052	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	49
119.879	0.836	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg	50
121.029	0.736	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	51
122.08	0.752	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg	52
123.147	0.836	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg	53
124.297	1.119	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg	54
125.731	1.069	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg	55
127.115	0.936	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg	56
131.024	2.101	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a	57
136.035	0.786	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg	57
137.135	0.935	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg	58
