onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file_TODO	trial_index
0.07	2.051	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.015	0.787	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
6.115	0.92	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg	2
7.349	0.769	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
8.432	1.136	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_438.jpg	4
9.883	0.738	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
10.933	0.829	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
12.067	0.786	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
13.168	1.144	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.544	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.554	0.824	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
23.688	0.957	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
24.955	1.04	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	11
26.306	1.219	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
27.84	0.889	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
29.04	1.056	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
30.407	0.853	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
31.574	1.021	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.651	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.662	0.736	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.712	0.819	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
43.846	0.936	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
45.096	0.736	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	20
46.147	1.336	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	21
47.797	0.853	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
48.964	0.832	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
50.098	1.069	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.608	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.619	0.836	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.769	0.776	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.853	0.659	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.82	0.759	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.887	0.553	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
65.754	0.558	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
66.621	0.691	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
67.621	0.641	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	32
73.148	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.158	0.987	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
79.459	0.903	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg	34
80.676	1.003	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg	35
81.993	1.202	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg	36
83.51	1.453	tomspunt	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_443.jpg	37
85.278	1.202	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
86.795	1.103	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
88.212	1.05	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg	40
95.623	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.634	0.836	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
101.784	0.736	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg	42
102.834	0.819	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg	43
103.968	0.936	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_024.jpg	44
105.219	1.186	tomspunt	helping?	why_hand	yes	no	incorrect	task-tomspunt/H_012.jpg	45
106.719	1.219	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg	46
108.253	1.043	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg	47
109.604	1.675	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg	48
113.496	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	49
118.507	1.236	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	49
120.057	1.105	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg	50
121.475	0.821	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	51
122.608	0.854	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg	52
123.775	1.303	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg	53
125.393	1.453	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg	54
127.16	1.103	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg	55
128.577	1.851	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg	56
131.036	2.101	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a	57
136.047	0.915	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg	57
137.264	0.736	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg	58
138.314	0.719	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_716.jpg	59
139.348	n/a	tomspunt	looking to side?	how_face	n/a	no	incorrect	task-tomspunt/F_779.jpg	60
141.382	1.202	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_760.jpg	61
142.899	0.986	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_111.jpg	62
144.2	1.17	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_110.jpg	63
145.684	1.019	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_798.jpg	64
150.143	2.101	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a	65
155.154	0.987	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_716.jpg	65
156.454	1.158	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_139.jpg	66
157.922	1.024	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_712.jpg	67
159.255	1.286	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_433.jpg	68
160.856	0.839	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_403.jpg	69
162.006	1.156	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_844.jpg	70
163.474	0.855	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_743.jpg	71
164.641	0.986	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_758.jpg	72
167.983	2.101	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a	73
172.994	0.752	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_844.jpg	73
174.061	0.618	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_776.jpg	74
174.978	0.967	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_544.jpg	75
176.245	0.667	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_692.jpg	76
177.212	0.819	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_584.jpg	77
178.346	0.669	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_403.jpg	78
179.33	0.686	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_086.jpg	79
180.33	0.882	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_648.jpg	80
185.873	2.101	tomspunt	pressing button?	block_question_presentation	n/a	n/a	n/a	n/a	81
190.884	0.619	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_019.jpg	81
191.818	0.786	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_024.jpg	82
192.918	0.861	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_130.jpg	83
194.085	0.753	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_502.jpg	84
195.152	0.843	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_261.jpg	85
196.303	0.726	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_332.jpg	86
197.336	0.669	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_126.jpg	87
198.32	1.119	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_483.jpg	88
203.663	2.101	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a	89
208.674	0.722	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_261.jpg	89
209.708	0.804	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_483.jpg	90
210.825	0.671	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_132.jpg	91
211.808	0.82	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_126.jpg	92
212.942	0.804	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_136.jpg	93
214.059	1.119	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_502.jpg	94
215.493	0.636	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_003.jpg	95
216.443	0.652	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_170.jpg	96
221.736	2.084	tomspunt	self-doubt?	block_question_presentation	n/a	n/a	n/a	n/a	97
226.747	1.019	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_544.jpg	97
228.081	0.864	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_086.jpg	98
229.248	1.036	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_798.jpg	99
230.599	1.069	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_111.jpg	100
231.983	1.036	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_774.jpg	101
233.333	1.063	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_754.jpg	102
234.7	1.079	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_128.jpg	103
236.084	1.636	tomspunt	self-doubt?	why_face	no	yes	incorrect	task-tomspunt/F_584.jpg	104
240.777	2.101	tomspunt	looking at camera?	block_question_presentation	n/a	n/a	n/a	n/a	105
245.788	0.669	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_128.jpg	105
246.771	0.624	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_618.jpg	106
247.705	0.669	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_598.jpg	107
248.689	0.702	tomspunt	looking at camera?	how_face	no	no	correct	task-tomspunt/F_743.jpg	108
249.706	0.623	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_774.jpg	109
250.639	0.823	tomspunt	looking at camera?	how_face	no	no	correct	task-tomspunt/F_582.jpg	110
251.773	0.672	tomspunt	looking at camera?	how_face	no	no	correct	task-tomspunt/F_754.jpg	111
252.757	0.755	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_129.jpg	112
259.567	2.101	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a	113
264.578	0.934	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_167.jpg	113
265.812	0.986	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_091.jpg	114
267.112	1.136	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_627.jpg	115
268.563	0.803	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_027.jpg	116
269.68	0.682	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_111.jpg	117
270.664	0.919	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_159.jpg	118
271.897	1.52	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_581.jpg	119
273.731	0.952	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_349.jpg	120
278.358	2.101	tomspunt	self-protection?	block_question_presentation	n/a	n/a	n/a	n/a	121
