onset	duration	trial_type	response_value	stim_file
2.767	155.216	video	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
161.882	3.858	rating_relevance	7.6	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
166.801	3.767	rating_happy	31.25	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
170.319	2.267	rating_sad	0.42	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
175.321	2.25	rating_afraid	18.02	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
180.606	2.516	rating_disgusted	2.92	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
186.925	3.805	rating_warm	6.67	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
191.127	2.999	rating_engaged	64.9	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
193.163	57.104	video	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
253.45	3.139	rating_relevance	9.9	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
257.368	2.05	rating_happy	62.19	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
262.954	2.617	rating_sad	8.96	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
266.738	1.383	rating_afraid	28.85	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
271.94	1.567	rating_disgusted	1.56	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
278.943	3.55	rating_warm	16.46	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
282.327	1.922	rating_engaged	63.65	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
285.442	243.877	video	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
531.487	2.129	rating_relevance	1.15	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
536.339	1.966	rating_happy	0.52	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
543.175	3.784	rating_sad	1.56	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
547.96	3.551	rating_afraid	3.02	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
553.929	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
556.363	1.915	rating_warm	0.0	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
561.065	1.599	rating_engaged	28.65	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
564.493	30.139	video	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
597.862	3.186	rating_relevance	3.54	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
601.797	2.099	rating_happy	18.02	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
607.115	2.399	rating_sad	15.1	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
611.333	1.599	rating_afraid	0.0	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
616.285	1.533	rating_disgusted	0.0	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
623.188	3.417	rating_warm	33.75	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
627.256	2.467	rating_engaged	20.73	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
