onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file_TODO	trial_index
0.064	2.051	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.025	1.006	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	1
6.342	0.819	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_532.jpg	2
7.476	0.988	tomspunt	reaching?	how_hand	no	yes	incorrect	task-tomspunt/H_474.jpg	3
8.777	0.955	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	4
10.044	0.89	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
11.244	0.853	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	6
12.411	0.886	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	7
13.612	1.036	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
17.538	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
22.548	0.833	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	9
23.682	1.102	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	10
25.099	1.181	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_364.jpg	11
26.583	1.118	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	12
28.017	0.896	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	13
29.218	1.135	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	14
30.668	0.868	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	15
31.852	0.928	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	16
36.645	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	17
41.655	0.876	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	17
42.839	0.852	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	18
44.006	0.874	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	19
45.19	1.057	tomspunt	admiring?	why_face	no	yes	incorrect	task-tomspunt/F_590.jpg	20
46.557	1.002	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	21
47.874	0.806	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	22
48.992	0.789	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	23
50.092	0.856	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	24
55.618	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
60.629	0.818	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	25
61.763	0.702	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	26
62.78	0.752	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	27
63.847	0.718	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	28
64.881	0.85	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	29
66.031	0.685	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
67.032	0.685	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	31
68.032	0.885	tomspunt	smiling?	how_face	no	yes	incorrect	task-tomspunt/F_593.jpg	32
73.142	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a	33
78.152	0.969	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg	33
79.436	1.078	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg	34
80.82	1.144	tomspunt	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_189.jpg	35
82.271	1.21	tomspunt	lifting?	how_hand	yes	no	incorrect	task-tomspunt/H_077.jpg	36
83.788	0.96	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg	37
85.055	0.942	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg	38
86.305	0.892	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg	39
87.506	0.958	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg	40
95.633	2.084	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a	41
100.644	0.77	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg	41
101.728	0.819	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg	42
102.862	0.969	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_474.jpg	43
104.145	1.335	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_024.jpg	44
105.779	1.185	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg	45
107.28	1.035	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg	46
108.63	1.119	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg	47
110.064	1.051	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg	48
113.507	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	49
118.517	0.88	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	49
119.701	1.229	tomspunt	proud?	why_face	yes	no	incorrect	task-tomspunt/F_760.jpg	50
121.235	1.911	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	51
